minutes,player_name,TS%,AST,TO,USG,ORR,DRR,REBR,PER
12,Lola Bunny,0.6368272024009369,28.310548203251997,14.285886456393728,34.23680727061167,2.7013970778493706,21.071227338485674,16.754358823784365,33.3618641658726
12,Porky Pig,0.6282904543890119,28.788870632905965,15.251651739695747,35.68731805940089,5.992673365461571,20.85423792775132,13.106798115020013,27.499450751728855
12,Tasmanian Devil,0.6177906980982608,29.025491876008047,14.91805139276466,34.02569116515383,5.311941744108545,21.3812667823652,8.591100984990224,19.691175947283302
12,Gossamer,0.6288620068923826,38.60492312157162,16.245861863612017,37.90206155365367,5.581024803236454,16.577944024892904,13.43645010839367,32.48102355783715
12,Granny,0.6119882905097335,30.144348793618512,12.74134346648743,36.32530182613132,6.658080160198129,18.989065636050675,13.65889559435038,30.237227213956754
12,Wile E. Coyote,0.6086518154515682,31.58588691973139,14.676855487664945,35.7126772306435,5.853572915144936,21.2453466447704,15.035338059553409,29.46055422359512
12,Tweety,0.608440858982078,27.984094477902644,13.755329323652013,35.88695827235292,8.195767780784324,32.14943127010164,11.682885157194832,17.71514854237471
12,Penelope,0.6099978370076837,25.86785667758895,16.485166250298267,27.21100684426638,7.022427700085601,12.140495645780167,10.839207873072734,22.39858493066549
12,Daffy Duck,0.6193827222786461,29.48856437614318,13.794604917047016,32.679656835147476,7.77307272970444,18.78711819301059,12.319710875141789,25.810628833903333
24,Sylvester,0.6179579665451893,32.72991369752677,14.504036675722242,36.578450284866655,6.545161277373894,17.818884854473914,14.188867235735406,31.49171128264963
24,Marvin the Martian,0.6074946700238267,31.675622449599466,15.421378410529698,32.133737351542685,4.720523813412422,27.53592292262939,11.359880326187938,18.13153265211798
24,Road Runner,0.623369438234627,29.535661688437372,13.516891192873178,33.170532352216554,5.379141194225398,30.102011717747985,11.499616332302992,18.9444474699992
24,Foghorn Leghorn,0.623385923964876,32.10217165170822,16.071590205717264,32.53215929583983,4.128710035959671,16.893919542624495,14.466287719940931,30.008311951188336
24,Bugs Bunny,0.6221965628633492,29.711822036540003,16.231067665630313,35.5349050438196,5.343222557622312,17.314235615884908,9.56812134859716,24.051058339910558
24,Elmer Fudd,0.6060317345974193,29.968593309512144,15.967102910350194,36.111463474544394,3.3349524455983826,27.256640296255306,18.393114555332197,30.243098746276434
24,Lola Bunny,0.6358111909501922,37.1488290667959,14.60452215247677,36.27981368643924,4.877147934864521,23.58534005184491,13.468358433929799,28.554966289709068
24,Porky Pig,0.6032309836474067,32.14313255152974,15.578957082184317,35.0414347306694,5.373843106161353,15.171985189253936,18.20127913143304,36.58003921378412
24,Tasmanian Devil,0.5948604292365836,25.49095735169091,15.683162683030822,33.55558624080865,4.749740668793149,22.29961058937686,12.223470568780481,21.944818625070038
24,Gossamer,0.6018921239356053,32.01346090164104,16.238120454172517,35.786036506640876,3.7286454232712556,15.522679825998308,14.92184522154025,32.214103243209394
24,Granny,0.6246420894962039,32.118705792418496,14.905677606023978,37.50360002145374,5.67800335050357,17.057510705749294,16.954962979640605,36.67200198803829
24,Wile E. Coyote,0.6140362137661225,34.53649493362851,13.014262336345674,37.40185852144362,7.091342587061269,21.771374533715903,14.7639423249055,30.980556805636606
24,Tweety,0.6043495959411155,29.237288740968623,13.15116608878773,35.66093288404139,4.973974378686085,22.957113539200154,11.157317842470379,23.579471477001174
24,Penelope,0.6136760117705353,28.98575550940467,14.972579544482956,29.58126881334423,9.467580129942148,23.49474890064466,12.653672639358541,20.047131353539147
24,Daffy Duck,0.6235952396898016,29.230551458562665,15.890941573546433,35.41052559254961,5.722187613026309,25.126707790842744,14.6002980836162,26.248594764395516
36,Sylvester,0.6201738851844364,29.757259793460406,13.887590817058168,35.92539480562598,8.9702490830808,20.553920176476474,13.39310151574691,27.869565547431957
36,Marvin the Martian,0.6098952258818671,28.83885964487557,14.412552223735522,33.04381049965421,5.860667334505083,19.176034788762042,12.931231984402965,26.168892285440844
36,Road Runner,0.623152789597145,24.05644271830307,13.709188864268386,37.28885876155643,6.156026718533573,27.001805105757523,12.84962687017066,24.352458875071907
36,Foghorn Leghorn,0.6186490722380511,32.50074390506358,15.501787875976031,36.577732963520646,4.599094744613408,16.972972034665776,14.543069032845413,32.45744036305632
36,Bugs Bunny,0.6327229853375508,32.57389872508831,15.727258525948459,30.912030898423282,6.176146970738506,28.395224070142312,14.070861833650888,21.62016300852761
36,Elmer Fudd,0.6270308578257853,31.07283565367102,15.03132920883576,36.36000259237963,7.336018417972643,21.611800651902378,16.333114030001575,31.849713610983525
36,Lola Bunny,0.6447404157322622,29.60530105874414,13.988599183271425,37.2048719073834,4.219612053464104,23.794513128228648,16.736787671085715,33.79061884515349
36,Porky Pig,0.618154383403067,31.840955948970514,14.26552459204386,36.661563276754386,7.535476047665153,14.819003037330912,13.549659104835726,32.320268823892675
36,Tasmanian Devil,0.6046357626567375,27.12745138790375,16.246567123544526,34.31045764043093,5.4736364815963325,22.259472968323543,11.720666815110965,21.94653654988898
36,Gossamer,0.6245725227863815,30.429113133090183,15.312267520246156,30.056262024474933,7.273997892954339,15.230293685668878,15.205628698221924,30.11774165248138
36,Granny,0.617808666948653,29.72377047578782,14.001916234568098,35.150104521907956,6.697894601867389,20.699295175313082,13.815569821986005,28.270436948981708
36,Wile E. Coyote,0.6223452805963117,30.51864889754161,13.652693277231663,37.59700028129264,6.5011555403070345,17.664550521828414,12.016268644565752,29.698563920144398
36,Tweety,0.6152964304903565,24.033094154049174,13.499122981227435,34.84982286527081,8.354286021503102,18.828614405382517,9.38633051544937,22.262180226428203
36,Penelope,0.6145115717208696,28.069410288006342,14.682180172613332,29.40157576854779,8.378396199307552,14.387388493931375,9.624313720520473,21.768415873399743
36,Daffy Duck,0.6427717640258047,28.6518646682359,14.486681672658104,33.98540426935073,7.344044535128029,19.796389803393108,14.975417073962642,30.62655104289362
